TimeGenerated,ActionType,RemoteIP,RemotePort,RemoteUrl,Protocol,InitiatingProcessAccountName,InitiatingProcessFileName
"Sep 2, 2026 8:44:43 AM",ConnectionAttempt,204.76.203.7,53014,,TcpV4,,
"Sep 2, 2026 8:44:07 AM",ConnectionAttempt,2.57.17.164,32069,,TcpV4,,
"Sep 2, 2026 8:44:13 AM",ConnectionAttempt,85.217.149.49,40506,,TcpV4,,
"Sep 2, 2026 8:45:17 AM",ConnectionAttempt,85.217.140.23,55354,,TcpV4,,
"Sep 2, 2026 8:45:15 AM",ConnectionAttempt,85.217.149.70,56904,,TcpV4,,
"Sep 2, 2026 8:45:01 AM",ConnectionAttempt,43.240.14.35,60001,,TcpV4,,
"Sep 2, 2026 8:45:19 AM",ConnectionAttempt,85.217.149.71,45289,,TcpV4,,
"Sep 2, 2026 8:44:07 AM",ConnectionAttempt,154.16.44.30,24566,,TcpV4,,
"Sep 2, 2026 8:43:55 AM",ConnectionAttempt,213.176.24.106,41842,,TcpV4,,
"Sep 2, 2026 8:45:27 AM",ConnectionAttempt,130.12.180.246,34135,,TcpV4,,
"Sep 2, 2026 8:45:45 AM",SslConnectionInspected,20.184.175.13,443,,Tcp,,
"Sep 2, 2026 8:45:53 AM",ConnectionAttempt,91.191.209.198,42376,,TcpV4,,
"Sep 2, 2026 8:46:09 AM",ConnectionAttempt,85.217.140.16,37741,,TcpV4,,
"Sep 2, 2026 8:46:28 AM",ConnectionAttempt,93.152.224.9,43590,,TcpV4,,
"Sep 2, 2026 8:46:30 AM",ConnectionAttempt,75.127.6.2,37267,,TcpV4,,
"Sep 2, 2026 8:47:12 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 8:47:00 AM",ConnectionAttempt,2.57.17.195,28235,,TcpV4,,
"Sep 2, 2026 8:47:22 AM",ConnectionAttempt,130.12.180.246,46103,,TcpV4,,
"Sep 2, 2026 8:47:32 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 8:47:12 AM",ConnectionAttempt,65.49.1.96,33434,,TcpV4,,
"Sep 2, 2026 8:47:00 AM",ConnectionAttempt,2.57.17.156,61263,,TcpV4,,
"Sep 2, 2026 8:47:34 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 8:47:36 AM",ConnectionAttempt,86.54.31.32,29011,,TcpV4,,
"Sep 2, 2026 8:47:14 AM",ConnectionAttempt,66.240.236.119,26459,,TcpV4,,
"Sep 2, 2026 8:47:34 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 8:47:32 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 8:56:06 AM",ConnectionAttempt,130.12.180.246,63673,,TcpV4,,
"Sep 2, 2026 8:56:50 AM",ConnectionAttempt,79.124.49.90,59127,,TcpV4,,
"Sep 2, 2026 8:56:52 AM",ConnectionAttempt,77.91.71.10,48430,,TcpV4,,
"Sep 2, 2026 8:56:34 AM",ConnectionAttempt,77.91.71.12,48440,,TcpV4,,
"Sep 2, 2026 8:57:04 AM",ConnectionAttempt,79.124.40.162,41636,,TcpV4,,
"Sep 2, 2026 8:57:00 AM",ConnectionAttempt,154.16.44.172,62175,,TcpV4,,
"Sep 2, 2026 8:56:12 AM",ConnectionAttempt,180.149.125.209,55182,,TcpV4,,
"Sep 2, 2026 8:56:46 AM",ConnectionAttempt,77.91.71.10,48430,,TcpV4,,
"Sep 2, 2026 8:57:08 AM",ConnectionAttempt,79.124.56.142,59144,,TcpV4,,
"Sep 2, 2026 8:57:26 AM",ConnectionAttempt,66.132.172.236,48768,,TcpV4,,
"Sep 2, 2026 8:57:30 AM",ConnectionAttempt,85.217.140.18,54429,,TcpV4,,
"Sep 2, 2026 8:57:56 AM",ConnectionAttempt,130.12.180.246,48517,,TcpV4,,
"Sep 2, 2026 8:57:40 AM",ConnectionAttempt,138.226.239.10,50939,,TcpV4,,
"Sep 2, 2026 8:55:58 AM",SslConnectionInspected,20.184.175.0,443,,Tcp,,
"Sep 2, 2026 8:56:46 AM",ConnectionAttempt,167.94.145.17,27440,,TcpV4,,
"Sep 2, 2026 8:58:00 AM",ConnectionAttempt,79.28.59.8,42408,,TcpV4,,
"Sep 2, 2026 8:57:58 AM",ConnectionAttempt,45.133.173.58,51568,,TcpV4,,
"Sep 2, 2026 8:57:58 AM",ConnectionAttempt,154.16.44.172,37991,,TcpV4,,
"Sep 2, 2026 8:58:00 AM",SslConnectionInspected,52.182.143.212,443,,Tcp,,
"Sep 2, 2026 8:58:06 AM",ConnectionAttempt,78.128.114.162,59080,,TcpV4,,
"Sep 2, 2026 8:58:00 AM",ConnectionAttempt,85.217.140.6,56470,,TcpV4,,
"Sep 2, 2026 8:58:16 AM",ConnectionAttempt,85.217.149.64,42673,,TcpV4,,
"Sep 2, 2026 8:58:30 AM",ConnectionAttempt,190.110.110.42,45156,,TcpV4,,
"Sep 2, 2026 8:58:32 AM",ConnectionAttempt,91.231.89.153,53214,,TcpV4,,
"Sep 2, 2026 8:58:30 AM",ConnectionAttempt,190.110.110.36,50430,,TcpV4,,
"Sep 2, 2026 8:59:04 AM",ConnectionAttempt,130.12.180.246,33533,,TcpV4,,
"Sep 2, 2026 8:59:04 AM",ConnectionAttempt,44.215.219.236,51932,,TcpV4,,
"Sep 2, 2026 8:59:34 AM",ConnectionAttempt,77.91.71.11,48436,,TcpV4,,
"Sep 2, 2026 8:59:18 AM",ConnectionAttempt,85.217.140.16,46230,,TcpV4,,
"Sep 2, 2026 8:59:20 AM",ConnectionAttempt,116.147.155.124,20633,,TcpV4,,
"Sep 2, 2026 9:02:15 AM",ConnectionAttempt,94.154.43.36,35458,,TcpV4,,
"Sep 2, 2026 9:02:23 AM",ConnectionAttempt,130.12.180.246,44194,,TcpV4,,
"Sep 2, 2026 9:02:25 AM",ConnectionAttempt,85.217.140.44,32847,,TcpV4,,
"Sep 2, 2026 9:02:53 AM",ConnectionAttempt,85.217.149.67,39343,,TcpV4,,
"Sep 2, 2026 9:02:33 AM",ConnectionAttempt,91.231.89.227,57261,,TcpV4,,
"Sep 2, 2026 9:03:17 AM",ConnectionAttempt,85.217.149.58,54318,,TcpV4,,
"Sep 2, 2026 9:02:31 AM",ConnectionAttempt,85.217.149.62,53190,,TcpV4,,
"Sep 2, 2026 9:03:19 AM",ConnectionAttempt,91.230.168.187,51920,,TcpV4,,
"Sep 2, 2026 9:03:29 AM",ConnectionAttempt,79.124.60.218,59223,,TcpV4,,
"Sep 2, 2026 9:03:07 AM",ConnectionAttempt,91.92.42.242,45778,,TcpV4,,
"Sep 2, 2026 9:03:33 AM",ConnectionAttempt,160.119.76.64,54158,,TcpV4,,
"Sep 2, 2026 9:03:43 AM",ConnectionAttempt,100.51.6.16,54952,,TcpV4,,
"Sep 2, 2026 9:04:07 AM",InboundConnectionAccepted,103.103.133.93,51994,,Tcp,network service,svchost.exe
"Sep 2, 2026 9:03:47 AM",ConnectionAttempt,79.124.62.126,53330,,TcpV4,,
"Sep 2, 2026 9:03:09 AM",ConnectionAttempt,20.150.195.48,33613,,TcpV4,,
"Sep 2, 2026 9:03:43 AM",ConnectionAttempt,199.45.154.191,7365,,TcpV4,,
"Sep 2, 2026 9:04:07 AM",ConnectionAttempt,103.103.133.93,51997,,TcpV4,,
"Sep 2, 2026 9:04:07 AM",ConnectionAttempt,103.16.202.169,43333,,TcpV4,,
"Sep 2, 2026 9:04:13 AM",ConnectionAttempt,130.12.180.246,47166,,TcpV4,,
"Sep 2, 2026 9:04:18 AM",SslConnectionInspected,20.42.73.31,443,,Tcp,,
"Sep 2, 2026 9:04:25 AM",ConnectionAttempt,91.231.89.67,15324,,TcpV4,,
"Sep 2, 2026 9:04:43 AM",ConnectionAttempt,85.217.140.40,50023,,TcpV4,,
"Sep 2, 2026 9:04:47 AM",ConnectionAttempt,160.119.76.64,54158,,TcpV4,,
"Sep 2, 2026 9:05:08 AM",ConnectionAttempt,91.92.40.200,35577,,TcpV4,,
"Sep 2, 2026 9:05:14 AM",ConnectionAttempt,91.230.168.251,31439,,TcpV4,,
"Sep 2, 2026 9:05:05 AM",ConnectionAttempt,78.128.114.46,59058,,TcpV4,,
"Sep 2, 2026 9:06:02 AM",ConnectionAttempt,8.209.232.122,18759,,TcpV4,,
"Sep 2, 2026 9:05:52 AM",ConnectionAttempt,130.12.180.246,57255,,TcpV4,,
"Sep 2, 2026 9:05:56 AM",ConnectionAttempt,66.132.186.133,22423,,TcpV4,,
"Sep 2, 2026 9:08:20 AM",ConnectionSuccess,40.79.150.120,443,v10.events.data.microsoft.com,Tcp,system,svchost.exe
"Sep 2, 2026 9:08:20 AM",ConnectionAcknowledged,40.79.150.120,443,,TcpV4,,
"Sep 2, 2026 9:08:20 AM",SslConnectionInspected,40.79.150.120,443,,Tcp,,
"Sep 2, 2026 9:06:24 AM",ConnectionAttempt,85.217.140.42,60579,,TcpV4,,
"Sep 2, 2026 9:07:04 AM",ConnectionAttempt,45.42.88.54,60001,,TcpV4,,
"Sep 2, 2026 9:06:26 AM",ConnectionAttempt,85.217.140.11,35833,,TcpV4,,
"Sep 2, 2026 9:07:04 AM",ConnectionAttempt,173.230.150.73,46972,,TcpV4,,
"Sep 2, 2026 9:07:04 AM",ConnectionAttempt,195.184.76.217,32590,,TcpV4,,
"Sep 2, 2026 9:06:52 AM",ConnectionAttempt,20.84.155.181,34815,,TcpV4,,
"Sep 2, 2026 9:06:38 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:06:48 AM",ConnectionAttempt,85.217.149.69,36955,,TcpV4,,
"Sep 2, 2026 9:07:18 AM",ConnectionAttempt,79.124.56.142,59144,,TcpV4,,
"Sep 2, 2026 9:07:54 AM",ConnectionAttempt,160.119.76.64,54158,,TcpV4,,
"Sep 2, 2026 9:07:28 AM",ConnectionAttempt,85.217.149.48,42186,,TcpV4,,
"Sep 2, 2026 9:07:26 AM",ConnectionAttempt,45.92.1.85,43742,,TcpV4,,
"Sep 2, 2026 9:08:02 AM",ConnectionAttempt,66.132.186.39,22686,,TcpV4,,
"Sep 2, 2026 9:08:04 AM",ConnectionAttempt,130.12.180.246,49849,,TcpV4,,
"Sep 2, 2026 9:07:04 AM",ConnectionAttempt,85.217.140.49,54043,,TcpV4,,
"Sep 2, 2026 9:07:14 AM",ConnectionAttempt,91.196.152.189,33944,,TcpV4,,
"Sep 2, 2026 9:08:10 AM",DnsConnectionInspected,10.2.0.23,53,,Udp,,
"Sep 2, 2026 9:08:10 AM",DnsConnectionInspected,10.2.0.23,53,,Udp,,
"Sep 2, 2026 9:10:39 AM",ConnectionAttempt,85.217.140.8,47553,,TcpV4,,
"Sep 2, 2026 9:10:31 AM",SslConnectionInspected,20.184.175.19,443,,Tcp,,
"Sep 2, 2026 9:10:49 AM",ConnectionAttempt,85.217.140.23,60446,,TcpV4,,
"Sep 2, 2026 9:10:37 AM",ConnectionAttempt,154.16.44.235,61921,,TcpV4,,
"Sep 2, 2026 9:10:53 AM",ConnectionAttempt,147.45.60.142,36951,,TcpV4,,
"Sep 2, 2026 9:10:55 AM",ConnectionAttempt,79.124.59.182,41601,,TcpV4,,
"Sep 2, 2026 9:11:13 AM",ConnectionAttempt,85.217.140.36,60686,,TcpV4,,
"Sep 2, 2026 9:11:19 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:12:15 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:11:23 AM",ConnectionAttempt,91.231.89.117,27303,,TcpV4,,
"Sep 2, 2026 9:11:37 AM",ConnectionAttempt,176.65.148.30,59983,,TcpV4,,
"Sep 2, 2026 9:11:37 AM",ConnectionAttempt,130.12.180.246,38141,,TcpV4,,
"Sep 2, 2026 9:11:03 AM",ConnectionAttempt,160.119.76.64,54158,,TcpV4,,
"Sep 2, 2026 9:11:53 AM",ConnectionAttempt,180.149.125.209,31440,,TcpV4,,
"Sep 2, 2026 9:11:17 AM",ConnectionAttempt,91.196.152.199,12526,,TcpV4,,
"Sep 2, 2026 9:11:53 AM",ConnectionAttempt,107.150.99.104,45110,,TcpV4,,
"Sep 2, 2026 9:17:12 AM",ConnectionAttempt,85.217.140.50,52378,,TcpV4,,
"Sep 2, 2026 9:17:06 AM",ConnectionAttempt,85.217.140.51,51790,,TcpV4,,
"Sep 2, 2026 9:17:22 AM",ConnectionAttempt,85.217.140.29,40831,,TcpV4,,
"Sep 2, 2026 9:17:12 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:17:46 AM",ConnectionAttempt,195.184.76.139,20165,,TcpV4,,
"Sep 2, 2026 9:17:32 AM",ConnectionAttempt,83.224.189.150,44009,,TcpV4,,
"Sep 2, 2026 9:18:04 AM",ConnectionAttempt,178.128.250.218,38691,,TcpV4,,
"Sep 2, 2026 9:18:14 AM",ConnectionAttempt,85.217.140.35,59639,,TcpV4,,
"Sep 2, 2026 9:18:30 AM",ConnectionAttempt,5.252.83.240,40402,,TcpV4,,
"Sep 2, 2026 9:18:34 AM",ConnectionAttempt,23.247.136.239,60001,,TcpV4,,
"Sep 2, 2026 9:18:34 AM",ConnectionAttempt,45.133.173.58,28904,,TcpV4,,
"Sep 2, 2026 9:18:52 AM",ConnectionAttempt,185.242.3.226,30777,,TcpV4,,
"Sep 2, 2026 9:18:36 AM",ConnectionAttempt,52.180.148.7,57025,,TcpV4,,
"Sep 2, 2026 9:18:34 AM",ConnectionAttempt,85.217.140.52,38123,,TcpV4,,
"Sep 2, 2026 9:18:52 AM",ConnectionAttempt,65.49.1.133,53266,,TcpV4,,
"Sep 2, 2026 9:19:04 AM",ConnectionAttempt,130.12.180.246,64570,,TcpV4,,
"Sep 2, 2026 9:18:40 AM",ConnectionAttempt,45.82.76.123,42767,,TcpV4,,
"Sep 2, 2026 9:21:21 AM",SslConnectionInspected,4.150.223.101,443,,Tcp,,
"Sep 2, 2026 9:23:05 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:22:15 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:21:19 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:38:24 AM",SslConnectionInspected,20.42.65.85,443,,Tcp,,
"Sep 2, 2026 9:40:31 AM",ConnectionSuccess,52.123.247.59,443,ecs.office.com,Tcp,system,mpdefendercoreservice.exe
"Sep 2, 2026 9:40:32 AM",ConnectionAcknowledged,52.123.247.59,443,,TcpV4,,
"Sep 2, 2026 9:41:22 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:46:48 AM",InboundInternetScanInspected,10.2.0.23,873,,Udp,,
"Sep 2, 2026 9:48:20 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:36 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:26 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:28 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:28 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:36 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:36 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:51:22 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:36 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:49:36 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:51:16 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:54:31 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:54:25 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:54:31 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:54:37 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:54:31 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:54:31 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 9:55:53 AM",InboundConnectionAccepted,178.128.66.56,45388,,Tcp,network service,svchost.exe
"Sep 2, 2026 9:54:31 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 10:01:20 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 10:12:09 AM",ConnectionSuccess,4.247.188.224,443,settings-win.data.microsoft.com,Tcp,system,mousocoreworker.exe
"Sep 2, 2026 10:17:16 AM",ConnectionAcknowledged,52.167.145.180,443,,TcpV4,,
"Sep 2, 2026 10:19:13 AM",ConnectionSuccess,20.184.175.19,443,us-v20.events.endpoint.security.microsoft.com,Tcp,system,mpdefendercoreservice.exe
"Sep 2, 2026 10:17:15 AM",ConnectionSuccess,52.167.145.180,443,60c7f53e-249a-4077-b68e-55a4ae877d7c.ods.opinsights.azure.com,Tcp,system,monagentcore.exe
"Sep 2, 2026 10:18:15 AM",ConnectionSuccess,104.208.231.133,443,60c7f53e-249a-4077-b68e-55a4ae877d7c.ods.opinsights.azure.com,Tcp,system,monagentcore.exe
"Sep 2, 2026 10:18:15 AM",ConnectionAcknowledged,104.208.231.133,443,,TcpV4,,
"Sep 2, 2026 10:38:20 AM",ConnectionSuccess,20.184.175.19,443,v10.events.data.microsoft.com,Tcp,system,svchost.exe
"Sep 2, 2026 10:39:17 AM",InboundConnectionAccepted,::ffff:34.156.47.23,51846,,Tcp,system,ntoskrnl.exe
"Sep 2, 2026 10:38:22 AM",ConnectionAcknowledged,51.105.71.137,443,,TcpV4,,
"Sep 2, 2026 10:39:18 AM",NetworkSignatureInspected,34.156.47.23,51846,,,,
"Sep 2, 2026 10:38:22 AM",SslConnectionInspected,51.105.71.137,443,,Tcp,,
"Sep 2, 2026 10:39:26 AM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 10:53:20 AM",ConnectionSuccess,20.184.175.3,443,v20.events.data.microsoft.com,Tcp,system,svchost.exe
"Sep 2, 2026 10:52:21 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 10:52:21 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 10:52:11 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 10:56:32 AM",ConnectionSuccess,85.210.196.11,443,settings-win.data.microsoft.com,Tcp,system,svchost.exe
"Sep 2, 2026 10:56:13 AM",SslConnectionInspected,4.150.223.102,443,,Tcp,,
"Sep 2, 2026 10:56:33 AM",SslConnectionInspected,85.210.196.11,443,,Tcp,,
"Sep 2, 2026 10:56:45 AM",ConnectionAcknowledged,52.123.251.69,443,,TcpV4,,
"Sep 2, 2026 10:56:44 AM",ConnectionSuccess,52.123.251.69,443,ecs.office.com,Tcp,system,mpdefendercoreservice.exe
"Sep 2, 2026 11:41:32 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 11:41:24 AM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:01:54 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:02:27 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:03:15 PM",InboundConnectionAccepted,184.105.247.195,45394,,Tcp,system,svchost.exe
"Sep 2, 2026 12:02:27 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:02:18 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:02:29 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:02:29 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:02:27 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:02:14 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:10:40 PM",ConnectionAcknowledged,20.184.175.20,443,,TcpV4,,
"Sep 2, 2026 12:10:47 PM",ConnectionSuccess,168.63.129.16,80,,Tcp,system,collectguestlogs.exe
"Sep 2, 2026 12:10:47 PM",ConnectionSuccess,168.63.129.16,32526,,Tcp,system,collectguestlogs.exe
"Sep 2, 2026 12:10:49 PM",ConnectionSuccess,20.10.127.193,443,edr-eus3.us.endpoint.security.microsoft.com,Tcp,local service,sensesampleuploader.exe
"Sep 2, 2026 12:10:48 PM",ConnectionAcknowledged,168.63.129.16,32526,,TcpV4,,
"Sep 2, 2026 12:12:19 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:12:27 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:12:29 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:12:29 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:12:29 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:24:52 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:24:26 PM",ConnectionAcknowledged,4.150.223.111,443,,TcpV4,,
"Sep 2, 2026 12:26:18 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:37:03 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:37:15 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:37:17 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 12:43:18 PM",InboundConnectionAccepted,64.89.163.141,52334,,Tcp,network service,mysqld.exe
"Sep 2, 2026 12:42:57 PM",InboundConnectionAccepted,184.105.247.254,5474,,Tcp,local service,svchost.exe
"Sep 2, 2026 12:43:19 PM",DnsConnectionInspected,168.63.129.16,53,,Udp,,
"Sep 2, 2026 1:05:56 PM",InboundConnectionAccepted,65.49.20.66,61654,,Tcp,system,wininit.exe
"Sep 2, 2026 1:06:23 PM",InboundConnectionAccepted,216.218.206.68,3844,,Tcp,system,lsass.exe
"Sep 2, 2026 1:14:37 PM",InboundConnectionAccepted,216.218.206.67,19764,,Tcp,network service,svchost.exe
"Sep 2, 2026 1:15:34 PM",ConnectionAcknowledged,20.184.175.8,443,,TcpV4,,
"Sep 2, 2026 1:15:22 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:39:14 PM",ConnectionAcknowledged,20.42.65.89,443,,TcpV4,,
"Sep 2, 2026 1:40:20 PM",InboundInternetScanInspected,10.2.0.23,443,,Udp,,
"Sep 2, 2026 1:45:42 PM",ConnectionAcknowledged,4.150.223.101,443,,TcpV4,,
"Sep 2, 2026 1:47:22 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:47:22 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:47:26 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:47:22 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:45:34 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:47:16 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:47:26 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 1:50:13 PM",InboundConnectionAccepted,195.184.76.96,39217,,Tcp,system,spoolsv.exe
"Sep 2, 2026 1:48:23 PM",InboundInternetScanInspected,10.2.0.23,502,,Udp,,
"Sep 2, 2026 2:04:03 PM",ConnectionAcknowledged,4.150.223.112,443,,TcpV4,,
"Sep 2, 2026 2:06:59 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:08:09 PM",ConnectionSuccess,4.150.223.110,443,us-v20.events.endpoint.security.microsoft.com,Tcp,system,mpdefendercoreservice.exe
"Sep 2, 2026 2:06:31 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:16:24 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:16:49 PM",ConnectionSuccess,20.42.65.93,443,v10.events.data.microsoft.com,Tcp,system,svchost.exe
"Sep 2, 2026 2:16:28 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:16:50 PM",ConnectionAcknowledged,4.150.223.108,443,,TcpV4,,
"Sep 2, 2026 2:16:48 PM",ConnectionAcknowledged,146.75.30.172,80,,TcpV4,,
"Sep 2, 2026 2:17:22 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:18:02 PM",ConnectionAcknowledged,146.75.30.172,80,,TcpV4,,
"Sep 2, 2026 2:17:24 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:17:36 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:17:22 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 2, 2026 2:19:41 PM",DnsConnectionInspected,168.63.129.16,53,,Udp,,
"Sep 2, 2026 2:19:39 PM",InboundConnectionAccepted,205.210.31.133,64182,,Tcp,network service,mysqld.exe
"Sep 2, 2026 2:38:50 PM",NetworkSignatureInspected,111.53.72.251,59619,,,,
"Sep 2, 2026 2:38:54 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 2:38:54 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 2:38:54 PM",NetworkSignatureInspected,111.53.72.251,59878,,,,
"Sep 2, 2026 2:38:48 PM",NetworkSignatureInspected,111.53.72.251,59366,,,,
"Sep 2, 2026 2:38:56 PM",NetworkSignatureInspected,111.53.72.251,60140,,,,
"Sep 2, 2026 2:38:54 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 2:38:54 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 2:39:04 PM",NetworkSignatureInspected,111.53.72.251,60683,,,,
"Sep 2, 2026 2:39:00 PM",NetworkSignatureInspected,111.53.72.251,60405,,,,
"Sep 2, 2026 2:38:44 PM",ConnectionAcknowledged,52.168.117.175,443,,TcpV4,,
"Sep 2, 2026 2:39:06 PM",NetworkSignatureInspected,111.53.72.251,60957,,,,
"Sep 2, 2026 2:39:10 PM",NetworkSignatureInspected,111.53.72.251,61225,,,,
"Sep 2, 2026 2:38:44 PM",NetworkSignatureInspected,111.53.72.251,59088,,,,
"Sep 2, 2026 2:39:10 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 2:39:10 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 2:39:10 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 2, 2026 2:39:16 PM",NetworkSignatureInspected,111.53.72.251,61739,,,,
"Sep 2, 2026 2:39:22 PM",NetworkSignatureInspected,111.53.72.251,62277,,,,
