TimeGenerated,ActionType,RemoteIP,RemotePort,RemoteUrl,Protocol,InitiatingProcessAccountName,InitiatingProcessFileName
"Sep 1, 2026 11:32:50 AM",ConnectionAcknowledged,13.89.179.12,443,,TcpV4,,
"Sep 1, 2026 11:32:50 AM",ConnectionAcknowledged,4.150.223.102,443,,TcpV4,,
"Sep 1, 2026 11:34:26 AM",ConnectionAcknowledged,20.42.73.28,443,,TcpV4,,
"Sep 1, 2026 11:35:41 AM",ConnectionFailed,::1,5985,,Tcp,system,svchost.exe
"Sep 1, 2026 11:35:43 AM",ConnectionFailed,127.0.0.1,5985,,Tcp,system,svchost.exe
"Sep 1, 2026 11:35:45 AM",ConnectionSuccess,150.171.109.72,443,,Tcp,system,svchost.exe
"Sep 1, 2026 11:35:45 AM",ConnectionSuccess,23.53.11.16,443,oneclient.sfx.ms,Tcp,system,svchost.exe
"Sep 1, 2026 11:35:45 AM",ConnectionSuccess,52.123.247.81,443,ecs.office.com,Tcp,mac,onedrivestandaloneupdater.exe
"Sep 1, 2026 11:35:46 AM",ConnectionAcknowledged,23.53.11.16,443,,TcpV4,,
"Sep 1, 2026 11:36:28 AM",ConnectionAcknowledged,20.184.175.15,443,,TcpV4,,
"Sep 1, 2026 11:36:28 AM",SslConnectionInspected,20.184.175.15,443,,Tcp,,
"Sep 1, 2026 11:38:01 AM",ConnectionSuccess,150.171.22.17,443,,Tcp,mac,msedgewebview2.exe
"Sep 1, 2026 11:38:01 AM",ConnectionSuccess,23.204.243.65,443,,Tcp,mac,msedgewebview2.exe
"Sep 1, 2026 11:38:02 AM",ConnectionAcknowledged,150.171.22.17,443,,TcpV4,,
"Sep 1, 2026 11:38:02 AM",ConnectionAcknowledged,2.18.67.82,443,,TcpV4,,
"Sep 1, 2026 11:38:02 AM",ConnectionAcknowledged,23.204.243.65,443,,TcpV4,,
"Sep 1, 2026 11:38:03 AM",ConnectionSuccess,23.53.11.132,443,,Tcp,mac,msedgewebview2.exe
"Sep 1, 2026 11:38:04 AM",ConnectionAcknowledged,23.53.11.132,443,,TcpV4,,
"Sep 1, 2026 11:38:07 AM",ConnectionAcknowledged,13.83.125.0,443,,TcpV4,,
"Sep 1, 2026 11:38:31 AM",ConnectionAcknowledged,20.42.65.89,443,,TcpV4,,
"Sep 1, 2026 11:47:14 AM",ConnectionAcknowledged,13.89.179.15,443,,TcpV4,,
"Sep 1, 2026 11:47:39 AM",ConnectionSuccess,20.184.175.7,443,us-v20.events.endpoint.security.microsoft.com,Tcp,system,mpdefendercoreservice.exe
"Sep 1, 2026 11:48:09 AM",ConnectionSuccess,23.53.11.144,443,www.bing.com,Tcp,mac,systemsettings.exe
"Sep 1, 2026 11:48:11 AM",ConnectionAcknowledged,23.53.11.144,443,,TcpV4,,
"Sep 1, 2026 11:51:17 AM",ConnectionSuccess,23.35.30.34,443,,Tcp,mac,msedgewebview2.exe
"Sep 1, 2026 11:51:17 AM",ConnectionSuccess,23.221.240.9,443,,Tcp,mac,msedgewebview2.exe
"Sep 1, 2026 11:51:17 AM",ConnectionAcknowledged,23.35.30.34,443,,TcpV4,,
"Sep 1, 2026 11:51:17 AM",ConnectionAcknowledged,23.221.240.9,443,,TcpV4,,
"Sep 1, 2026 11:51:17 AM",DnsConnectionInspected,168.63.129.16,53,,Udp,,
"Sep 1, 2026 11:51:37 AM",ConnectionAcknowledged,20.42.73.25,443,,TcpV4,,
"Sep 1, 2026 11:53:50 AM",ConnectionAcknowledged,20.242.181.1,443,,TcpV4,,
"Sep 1, 2026 11:54:02 AM",ConnectionSuccess,20.42.73.24,443,self.events.data.microsoft.com,Tcp,mac,onedrive.exe
"Sep 1, 2026 11:56:51 AM",ConnectionSuccess,23.53.11.134,443,,Tcp,mac,msedgewebview2.exe
"Sep 1, 2026 11:56:51 AM",ConnectionAcknowledged,23.53.11.134,443,,TcpV4,,
"Sep 1, 2026 11:56:53 AM",ConnectionSuccess,20.10.127.192,443,edr-eus3.us.endpoint.security.microsoft.com,Tcp,local service,sensesampleuploader.exe
"Sep 1, 2026 11:57:11 AM",ListeningConnectionCreated,,,,TcpV4,network service,svchost.exe
"Sep 1, 2026 11:57:11 AM",ListeningConnectionCreated,,,,TcpV6,network service,svchost.exe
"Sep 1, 2026 11:57:56 AM",ConnectionAcknowledged,20.184.175.3,443,,TcpV4,,
"Sep 1, 2026 11:59:13 AM",ConnectionAttempt,216.180.246.133,21665,,TcpV4,,
"Sep 1, 2026 11:59:27 AM",ConnectionAttempt,193.163.125.143,51363,,TcpV4,,
"Sep 1, 2026 11:59:43 AM",ConnectionAttempt,3.151.116.231,61234,,TcpV4,,
"Sep 1, 2026 11:59:45 AM",ConnectionAttempt,94.154.43.249,33805,,TcpV4,,
"Sep 1, 2026 11:59:47 AM",ConnectionAttempt,139.135.192.30,57300,,TcpV4,,
"Sep 1, 2026 11:59:47 AM",ConnectionAttempt,130.12.180.246,57745,,TcpV4,,
"Sep 1, 2026 11:59:59 AM",ConnectionAcknowledged,20.184.175.22,443,,TcpV4,,
"Sep 1, 2026 11:59:59 AM",SslConnectionInspected,20.184.175.22,443,,Tcp,,
"Sep 1, 2026 12:00:23 PM",ConnectionAttempt,35.203.210.222,53629,,TcpV4,,
"Sep 1, 2026 12:00:43 PM",ConnectionAcknowledged,4.150.223.106,443,,TcpV4,,
"Sep 1, 2026 12:00:43 PM",SslConnectionInspected,4.150.223.106,443,,Tcp,,
"Sep 1, 2026 12:00:51 PM",ConnectionAttempt,47.77.233.162,22935,,TcpV4,,
"Sep 1, 2026 12:00:55 PM",ConnectionAttempt,113.221.14.233,52657,,TcpV4,,
"Sep 1, 2026 12:00:55 PM",ConnectionAttempt,175.30.48.90,40944,,TcpV4,,
"Sep 1, 2026 12:00:57 PM",ConnectionAttempt,66.132.186.86,27573,,TcpV4,,
"Sep 1, 2026 12:01:03 PM",ConnectionAttempt,192.81.131.71,58180,,TcpV4,,
"Sep 1, 2026 12:01:05 PM",ConnectionAttempt,117.80.109.137,43470,,TcpV4,,
"Sep 1, 2026 12:01:13 PM",ConnectionAttempt,35.203.210.233,55574,,TcpV4,,
"Sep 1, 2026 12:01:15 PM",ConnectionAttempt,78.128.114.46,49423,,TcpV4,,
"Sep 1, 2026 12:01:17 PM",ConnectionAttempt,219.248.115.178,38381,,TcpV4,,
"Sep 1, 2026 12:01:31 PM",ConnectionAcknowledged,4.150.223.114,443,,TcpV4,,
"Sep 1, 2026 12:01:32 PM",ConnectionSuccess,20.10.127.193,443,edr-eus3.us.endpoint.security.microsoft.com,Tcp,local service,sensesampleuploader.exe
"Sep 1, 2026 12:01:47 PM",ConnectionAttempt,35.203.211.43,50246,,TcpV4,,
"Sep 1, 2026 12:01:51 PM",ConnectionAttempt,130.12.180.246,43577,,TcpV4,,
"Sep 1, 2026 12:02:00 PM",ConnectionAcknowledged,20.184.175.17,443,,TcpV4,,
"Sep 1, 2026 12:02:09 PM",ConnectionAttempt,79.124.40.162,41636,,TcpV4,,
"Sep 1, 2026 12:02:17 PM",ConnectionAttempt,36.50.176.139,53730,,TcpV4,,
"Sep 1, 2026 12:02:25 PM",ConnectionAttempt,18.217.208.51,61234,,TcpV4,,
"Sep 1, 2026 12:02:27 PM",ConnectionAttempt,35.203.211.180,54149,,TcpV4,,
"Sep 1, 2026 12:02:37 PM",ConnectionAttempt,79.124.59.182,41601,,TcpV4,,
"Sep 1, 2026 12:02:49 PM",ConnectionSuccess,51.11.192.48,443,,Tcp,system,svchost.exe
"Sep 1, 2026 12:02:50 PM",ConnectionAcknowledged,51.11.192.48,443,,TcpV4,,
"Sep 1, 2026 12:02:50 PM",SslConnectionInspected,51.11.192.48,443,,Tcp,,
"Sep 1, 2026 12:02:56 PM",ConnectionAttempt,130.12.180.246,35903,,TcpV4,,
"Sep 1, 2026 12:03:10 PM",ConnectionAttempt,65.49.1.205,59749,,TcpV4,,
"Sep 1, 2026 12:03:20 PM",ConnectionAttempt,20.163.10.17,56602,,TcpV4,,
"Sep 1, 2026 12:03:42 PM",ConnectionAttempt,185.242.3.226,18303,,TcpV4,,
"Sep 1, 2026 12:04:02 PM",ConnectionAcknowledged,52.168.112.67,443,,TcpV4,,
"Sep 1, 2026 12:04:08 PM",ConnectionAttempt,184.105.247.238,45928,,TcpV4,,
"Sep 1, 2026 12:04:08 PM",ConnectionAttempt,79.124.49.90,49428,,TcpV4,,
"Sep 1, 2026 12:04:16 PM",InboundConnectionAccepted,65.49.1.202,54396,,Tcp,local service,svchost.exe
"Sep 1, 2026 12:04:18 PM",ConnectionAttempt,65.49.1.202,54396,,TcpV4,,
"Sep 1, 2026 12:04:28 PM",ConnectionAttempt,167.94.145.31,50625,,TcpV4,,
"Sep 1, 2026 12:04:40 PM",ConnectionAttempt,130.12.180.246,54353,,TcpV4,,
"Sep 1, 2026 12:04:50 PM",ConnectionAttempt,20.127.146.109,50642,,TcpV4,,
"Sep 1, 2026 12:04:54 PM",ConnectionAttempt,91.231.89.131,26272,,TcpV4,,
"Sep 1, 2026 12:05:02 PM",ConnectionSuccess,52.123.251.72,443,ecs.office.com,Tcp,system,mpdefendercoreservice.exe
"Sep 1, 2026 12:05:02 PM",ConnectionAcknowledged,52.123.251.72,443,,TcpV4,,
"Sep 1, 2026 12:05:08 PM",ConnectionAttempt,192.161.49.2,51152,,TcpV4,,
"Sep 1, 2026 12:05:10 PM",InboundConnectionAccepted,::ffff:184.105.247.252,42778,,Tcp,network service,mysqld.exe
"Sep 1, 2026 12:05:10 PM",ConnectionAttempt,184.105.247.252,42778,,TcpV4,,
"Sep 1, 2026 12:05:10 PM",DnsConnectionInspected,168.63.129.16,53,,Udp,,
"Sep 1, 2026 12:05:10 PM",DnsConnectionInspected,168.63.129.16,53,,Udp,,
"Sep 1, 2026 12:05:12 PM",ConnectionAttempt,78.128.114.46,49423,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60416,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60417,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60416,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60417,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60416,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60416,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60417,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60416,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60418,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60417,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60417,,TcpV4,,
"Sep 1, 2026 12:05:22 PM",ConnectionAttempt,57.151.128.80,60417,,TcpV4,,
"Sep 1, 2026 12:05:42 PM",ConnectionAttempt,162.216.149.160,53706,,TcpV4,,
"Sep 1, 2026 12:05:46 PM",ConnectionAttempt,79.124.49.70,49427,,TcpV4,,
"Sep 1, 2026 12:05:56 PM",ConnectionAttempt,18.190.15.50,61234,,TcpV4,,
"Sep 1, 2026 12:06:06 PM",ConnectionAttempt,185.224.128.16,52257,,TcpV4,,
"Sep 1, 2026 12:06:16 PM",ConnectionAttempt,130.12.180.246,51419,,TcpV4,,
"Sep 1, 2026 12:06:25 PM",ConnectionAttempt,192.248.150.180,42388,,TcpV4,,
"Sep 1, 2026 12:06:49 PM",ConnectionAttempt,91.191.209.198,42376,,TcpV4,,
"Sep 1, 2026 12:06:55 PM",ConnectionAttempt,193.163.125.143,40361,,TcpV4,,
"Sep 1, 2026 12:06:55 PM",ConnectionAttempt,193.163.125.254,33876,,TcpV4,,
"Sep 1, 2026 12:06:59 PM",ConnectionAttempt,193.163.125.114,40361,,TcpV4,,
"Sep 1, 2026 12:07:03 PM",InboundConnectionAccepted,::ffff:185.247.137.30,38669,,Tcp,system,ntoskrnl.exe
"Sep 1, 2026 12:07:03 PM",ConnectionAttempt,185.247.137.30,38669,,TcpV4,,
"Sep 1, 2026 12:07:09 PM",ConnectionAttempt,91.196.152.197,11126,,TcpV4,,
"Sep 1, 2026 12:07:09 PM",NetworkSignatureInspected,185.247.137.30,49333,,,,
"Sep 1, 2026 12:07:09 PM",ConnectionAttempt,147.185.133.253,53987,,TcpV4,,
"Sep 1, 2026 12:07:11 PM",ConnectionAttempt,80.82.77.75,57374,,TcpV4,,
"Sep 1, 2026 12:07:13 PM",ConnectionAttempt,178.20.210.151,55510,,TcpV4,,
"Sep 1, 2026 12:07:17 PM",NtlmAuthenticationInspected,10.2.0.23,445,,Tcp,,
"Sep 1, 2026 12:07:41 PM",ConnectionAttempt,147.185.133.67,54081,,TcpV4,,
"Sep 1, 2026 12:07:49 PM",ConnectionAttempt,47.84.102.173,25914,,TcpV4,,
"Sep 1, 2026 12:08:07 PM",ConnectionAttempt,79.124.56.102,41601,,TcpV4,,
"Sep 1, 2026 12:08:07 PM",ConnectionAttempt,35.203.210.222,53161,,TcpV4,,
"Sep 1, 2026 12:08:09 PM",ConnectionAcknowledged,52.168.117.169,443,,TcpV4,,
"Sep 1, 2026 12:08:09 PM",SslConnectionInspected,52.168.117.169,443,,Tcp,,
"Sep 1, 2026 12:08:16 PM",ConnectionAttempt,45.142.193.164,55617,,TcpV4,,
"Sep 1, 2026 12:08:29 PM",ConnectionAttempt,35.203.211.106,54737,,TcpV4,,
"Sep 1, 2026 12:08:49 PM",ConnectionAttempt,91.148.190.150,45022,,TcpV4,,
"Sep 1, 2026 12:08:53 PM",ConnectionAttempt,130.12.180.246,53108,,TcpV4,,
"Sep 1, 2026 12:08:57 PM",ConnectionAcknowledged,20.184.175.20,443,,TcpV4,,
"Sep 1, 2026 12:08:57 PM",SslConnectionInspected,20.184.175.20,443,,Tcp,,
"Sep 1, 2026 12:09:13 PM",ConnectionAttempt,147.185.132.97,56556,,TcpV4,,
"Sep 1, 2026 12:09:21 PM",ConnectionAttempt,185.136.15.90,51297,,TcpV4,,
"Sep 1, 2026 12:09:23 PM",ConnectionAttempt,73.26.168.46,43104,,TcpV4,,
"Sep 1, 2026 12:09:23 PM",ConnectionAttempt,73.26.168.46,42160,,TcpV4,,
"Sep 1, 2026 12:09:31 PM",ConnectionAttempt,91.231.89.229,6192,,TcpV4,,
"Sep 1, 2026 12:09:41 PM",ConnectionAttempt,205.210.31.183,56930,,TcpV4,,
"Sep 1, 2026 12:10:08 PM",ConnectionAcknowledged,52.168.112.66,443,,TcpV4,,
"Sep 1, 2026 12:10:08 PM",SslConnectionInspected,52.168.112.66,443,,Tcp,,
"Sep 1, 2026 12:10:14 PM",ConnectionAttempt,78.128.114.46,49423,,TcpV4,,
"Sep 1, 2026 12:10:20 PM",ConnectionAttempt,152.32.128.85,42764,,TcpV4,,
"Sep 1, 2026 12:10:28 PM",ConnectionAttempt,130.12.180.246,53919,,TcpV4,,
"Sep 1, 2026 12:10:53 PM",InboundConnectionAccepted,192.248.150.180,54874,,Tcp,network service,svchost.exe
"Sep 1, 2026 12:10:54 PM",ConnectionAttempt,66.132.172.154,57263,,TcpV4,,
"Sep 1, 2026 12:11:02 PM",ConnectionAttempt,85.11.167.7,50271,,TcpV4,,
"Sep 1, 2026 12:11:12 PM",ConnectionAttempt,45.194.67.42,61055,,TcpV4,,
"Sep 1, 2026 12:11:16 PM",ConnectionAttempt,79.124.40.162,41636,,TcpV4,,
"Sep 1, 2026 12:11:16 PM",ConnectionAttempt,130.12.180.246,47201,,TcpV4,,
"Sep 1, 2026 12:11:16 PM",ConnectionAttempt,94.143.198.97,36996,,TcpV4,,
"Sep 1, 2026 12:11:16 PM",ConnectionAttempt,94.143.198.97,37010,,TcpV4,,
"Sep 1, 2026 12:11:24 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 1, 2026 12:11:26 PM",ConnectionAttempt,78.128.114.174,57020,,TcpV4,,
"Sep 1, 2026 12:11:30 PM",ConnectionAttempt,27.17.205.37,35838,,TcpV4,,
"Sep 1, 2026 12:11:57 PM",ConnectionSuccess,72.154.7.16,443,array801.prod.do.dsp.mp.microsoft.com,Tcp,network service,svchost.exe
"Sep 1, 2026 12:11:58 PM",ConnectionAcknowledged,72.154.7.16,443,,TcpV4,,
"Sep 1, 2026 12:12:00 PM",ConnectionAttempt,180.149.125.209,41684,,TcpV4,,
"Sep 1, 2026 12:12:00 PM",ConnectionAttempt,79.124.58.198,41643,,TcpV4,,
"Sep 1, 2026 12:12:08 PM",ConnectionAttempt,91.230.168.189,52391,,TcpV4,,
"Sep 1, 2026 12:12:08 PM",ConnectionAttempt,78.128.114.46,49423,,TcpV4,,
"Sep 1, 2026 12:12:10 PM",ConnectionAcknowledged,4.150.223.109,443,,TcpV4,,
"Sep 1, 2026 12:12:28 PM",ConnectionAttempt,45.142.193.161,58389,,TcpV4,,
"Sep 1, 2026 12:13:13 PM",ConnectionAttempt,130.12.180.246,33015,,TcpV4,,
"Sep 1, 2026 12:13:39 PM",ConnectionAttempt,143.198.178.120,58831,,TcpV4,,
"Sep 1, 2026 12:13:49 PM",ConnectionAttempt,172.110.223.173,43242,,TcpV4,,
"Sep 1, 2026 12:14:11 PM",ConnectionAttempt,80.94.95.185,65001,,TcpV4,,
"Sep 1, 2026 12:14:13 PM",ConnectionAttempt,195.184.76.141,1933,,TcpV4,,
"Sep 1, 2026 12:14:19 PM",ConnectionAttempt,91.230.168.5,57791,,TcpV4,,
"Sep 1, 2026 12:14:27 PM",ConnectionAttempt,45.63.4.69,55879,,TcpV4,,
"Sep 1, 2026 12:14:35 PM",ConnectionAttempt,162.216.150.74,55544,,TcpV4,,
"Sep 1, 2026 12:14:39 PM",ConnectionAttempt,43.228.157.10,23255,,TcpV4,,
"Sep 1, 2026 12:14:43 PM",ConnectionAttempt,91.196.152.201,50038,,TcpV4,,
"Sep 1, 2026 12:14:47 PM",ConnectionAttempt,48.217.235.189,38120,,TcpV4,,
"Sep 1, 2026 12:14:47 PM",ConnectionAttempt,35.203.210.35,52289,,TcpV4,,
"Sep 1, 2026 12:14:55 PM",ConnectionAttempt,162.216.149.241,57134,,TcpV4,,
"Sep 1, 2026 12:15:07 PM",ConnectionAttempt,147.185.132.134,52332,,TcpV4,,
"Sep 1, 2026 12:15:09 PM",ConnectionAttempt,130.12.180.246,49875,,TcpV4,,
"Sep 1, 2026 12:15:13 PM",ConnectionAttempt,152.243.213.247,48565,,TcpV4,,
"Sep 1, 2026 12:15:13 PM",ConnectionAttempt,45.82.76.113,49168,,TcpV4,,
"Sep 1, 2026 12:15:15 PM",IcmpConnectionInspected,10.2.0.23,,,Icmp,,
"Sep 1, 2026 12:15:39 PM",ConnectionAttempt,48.216.211.254,33326,,TcpV4,,
"Sep 1, 2026 12:15:45 PM",ConnectionAttempt,100.49.117.77,61234,,TcpV4,,
"Sep 1, 2026 12:15:55 PM",ConnectionAttempt,162.216.150.96,49227,,TcpV4,,
"Sep 1, 2026 12:15:59 PM",ConnectionAttempt,79.124.58.18,49429,,TcpV4,,
"Sep 1, 2026 12:16:05 PM",ConnectionAttempt,195.182.16.23,49861,,TcpV4,,
"Sep 1, 2026 12:16:17 PM",ConnectionAttempt,65.49.1.176,56035,,TcpV4,,
"Sep 1, 2026 12:16:17 PM",ConnectionAttempt,45.82.76.106,49154,,TcpV4,,
"Sep 1, 2026 12:16:19 PM",ConnectionAttempt,34.228.104.231,61234,,TcpV4,,
"Sep 1, 2026 12:16:27 PM",ConnectionAttempt,5.89.112.21,50906,,TcpV4,,
"Sep 1, 2026 12:16:27 PM",ConnectionAttempt,64.31.244.230,24340,,TcpV4,,
"Sep 1, 2026 12:16:58 PM",ConnectionAttempt,64.62.156.110,50912,,TcpV4,,
"Sep 1, 2026 12:17:04 PM",ConnectionAttempt,65.49.1.79,44137,,TcpV4,,
"Sep 1, 2026 12:17:18 PM",ConnectionAttempt,91.230.168.249,13774,,TcpV4,,
"Sep 1, 2026 12:17:20 PM",ConnectionAttempt,66.132.195.22,26346,,TcpV4,,
"Sep 1, 2026 12:17:22 PM",ConnectionAttempt,130.12.180.246,46041,,TcpV4,,
"Sep 1, 2026 12:17:26 PM",ConnectionAttempt,91.230.168.209,26212,,TcpV4,,
"Sep 1, 2026 12:17:30 PM",ConnectionAttempt,218.152.149.211,53636,,TcpV4,,
"Sep 1, 2026 12:17:38 PM",ConnectionAttempt,147.185.132.166,56360,,TcpV4,,
"Sep 1, 2026 12:17:39 PM",ConnectionSuccess,4.150.223.108,443,us-v20.events.endpoint.security.microsoft.com,Tcp,system,mpdefendercoreservice.exe
"Sep 1, 2026 12:17:40 PM",ConnectionAcknowledged,4.150.223.108,443,,TcpV4,,
"Sep 1, 2026 12:17:42 PM",ConnectionAttempt,79.124.56.142,49428,,TcpV4,,
"Sep 1, 2026 12:17:42 PM",ConnectionAttempt,169.197.131.40,33272,,TcpV4,,
"Sep 1, 2026 12:17:46 PM",ConnectionAttempt,206.189.138.36,61009,,TcpV4,,
"Sep 1, 2026 12:17:48 PM",ConnectionAttempt,195.184.76.165,23399,,TcpV4,,
"Sep 1, 2026 12:17:50 PM",ConnectionAttempt,147.185.133.137,50430,,TcpV4,,
"Sep 1, 2026 12:17:57 PM",ConnectionSuccess,20.184.175.9,443,v10.events.data.microsoft.com,Tcp,system,svchost.exe
"Sep 1, 2026 12:17:58 PM",ConnectionAcknowledged,20.184.175.9,443,,TcpV4,,
"Sep 1, 2026 12:17:58 PM",SslConnectionInspected,20.184.175.9,443,,Tcp,,
"Sep 1, 2026 12:18:08 PM",ConnectionAttempt,158.94.210.189,56832,,TcpV4,,
"Sep 1, 2026 12:18:14 PM",ConnectionAcknowledged,4.150.223.110,443,,TcpV4,,
"Sep 1, 2026 12:18:14 PM",SslConnectionInspected,4.150.223.110,443,,Tcp,,
"Sep 1, 2026 12:18:22 PM",ConnectionAttempt,130.12.180.246,34324,,TcpV4,,
"Sep 1, 2026 12:18:38 PM",ConnectionAttempt,79.124.58.90,49436,,TcpV4,,
"Sep 1, 2026 12:18:44 PM",ConnectionAttempt,91.231.89.65,20227,,TcpV4,,
"Sep 1, 2026 12:19:04 PM",ConnectionAttempt,79.124.60.218,49417,,TcpV4,,
"Sep 1, 2026 12:19:44 PM",ConnectionAttempt,160.119.76.64,59384,,TcpV4,,
"Sep 1, 2026 12:19:56 PM",ConnectionAttempt,216.218.206.90,54149,,TcpV4,,
"Sep 1, 2026 12:20:34 PM",ConnectionAttempt,216.180.246.189,21254,,TcpV4,,
"Sep 1, 2026 12:20:40 PM",ConnectionAttempt,66.132.186.224,27065,,TcpV4,,
"Sep 1, 2026 12:20:52 PM",ConnectionAttempt,79.124.60.218,49417,,TcpV4,,
"Sep 1, 2026 12:20:55 PM",ConnectionAttempt,216.180.246.133,21665,,TcpV4,,
"Sep 1, 2026 12:20:57 PM",ConnectionAttempt,91.230.168.237,50166,,TcpV4,,
"Sep 1, 2026 12:20:59 PM",ConnectionAttempt,160.22.107.39,34477,,TcpV4,,
"Sep 1, 2026 12:21:01 PM",ConnectionAttempt,94.231.206.133,4308,,TcpV4,,
"Sep 1, 2026 12:21:01 PM",ConnectionAttempt,130.12.180.246,44602,,TcpV4,,
"Sep 1, 2026 12:21:39 PM",ConnectionAttempt,192.248.150.180,36532,,TcpV4,,
"Sep 1, 2026 12:22:05 PM",ConnectionAttempt,66.132.186.36,27595,,TcpV4,,
"Sep 1, 2026 12:22:05 PM",ConnectionAttempt,144.123.76.235,60768,,TcpV4,,
"Sep 1, 2026 12:22:05 PM",ConnectionAcknowledged,52.136.4.16,23456,,TcpV4,,
"Sep 1, 2026 12:22:31 PM",ConnectionAttempt,71.6.199.65,45705,,TcpV4,,
"Sep 1, 2026 12:22:34 PM",ConnectionSuccess,57.155.104.224,443,settings-win.data.microsoft.com,Tcp,system,rundll32.exe
"Sep 1, 2026 12:22:35 PM",SslConnectionInspected,57.155.104.224,443,,Tcp,,
"Sep 1, 2026 12:22:35 PM",ConnectionSuccess,23.55.176.238,80,adl.windows.com,Tcp,system,rundll32.exe
"Sep 1, 2026 12:22:37 PM",ConnectionAcknowledged,23.55.176.238,80,,TcpV4,,
"Sep 1, 2026 12:22:37 PM",DnsConnectionInspected,168.63.129.16,53,,Udp,,
"Sep 1, 2026 12:22:37 PM",HttpConnectionInspected,23.55.176.238,80,,Tcp,,
"Sep 1, 2026 12:22:47 PM",ConnectionAcknowledged,4.150.223.111,443,,TcpV4,,
"Sep 1, 2026 12:22:49 PM",ConnectionAttempt,130.12.180.246,39213,,TcpV4,,
"Sep 1, 2026 12:23:13 PM",ConnectionSuccess,52.123.251.12,443,,Tcp,mac,msedgewebview2.exe
"Sep 1, 2026 12:23:13 PM",ConnectionAcknowledged,52.123.251.12,443,,TcpV4,,
"Sep 1, 2026 12:23:37 PM",ConnectionAttempt,45.82.76.105,34491,,TcpV4,,
"Sep 1, 2026 12:24:01 PM",ConnectionAttempt,130.12.180.246,42198,,TcpV4,,
"Sep 1, 2026 12:24:01 PM",ConnectionAcknowledged,20.184.175.0,443,,TcpV4,,
"Sep 1, 2026 12:24:01 PM",ConnectionSuccess,150.171.109.116,443,g.live.com,Tcp,system,svchost.exe
"Sep 1, 2026 12:24:01 PM",ConnectionSuccess,23.53.11.112,443,oneclient.sfx.ms,Tcp,system,svchost.exe
"Sep 1, 2026 12:24:01 PM",ConnectionSuccess,52.123.247.54,443,ecs.office.com,Tcp,mac,onedrivestandaloneupdater.exe
"Sep 1, 2026 12:24:02 PM",ConnectionSuccess,20.184.175.2,443,,Tcp,mac,onedrive.exe
"Sep 1, 2026 12:24:03 PM",ConnectionSuccess,52.168.117.169,443,,Tcp,mac,onedrive.sync.service.exe
"Sep 1, 2026 12:24:03 PM",ConnectionAcknowledged,150.171.109.116,443,,TcpV4,,
"Sep 1, 2026 12:24:03 PM",ConnectionAcknowledged,23.53.11.112,443,,TcpV4,,
"Sep 1, 2026 12:24:03 PM",ConnectionAcknowledged,52.123.247.54,443,,TcpV4,,
"Sep 1, 2026 12:24:04 PM",ListeningConnectionCreated,,,,TcpV6,mac,onedrive.sync.service.exe
"Sep 1, 2026 12:24:08 PM",ConnectionSuccess,52.123.247.54,443,ecs.office.com,Tcp,mac,onedrive.sync.service.exe
"Sep 1, 2026 12:24:27 PM",ConnectionAttempt,185.242.226.60,56442,,TcpV4,,
"Sep 1, 2026 12:24:47 PM",ConnectionAttempt,176.65.148.216,55594,,TcpV4,,
"Sep 1, 2026 12:24:51 PM",ConnectionAttempt,185.242.226.60,41151,,TcpV4,,
"Sep 1, 2026 12:24:53 PM",ConnectionAttempt,79.124.58.90,49436,,TcpV4,,
"Sep 1, 2026 12:24:56 PM",ConnectionAttempt,185.242.226.60,58744,,TcpV4,,
"Sep 1, 2026 12:25:00 PM",ConnectionAttempt,198.235.24.179,51736,,TcpV4,,
"Sep 1, 2026 12:25:08 PM",ConnectionAttempt,193.163.125.112,56629,,TcpV4,,
"Sep 1, 2026 12:25:12 PM",ConnectionAttempt,85.11.167.132,51602,,TcpV4,,
"Sep 1, 2026 12:25:14 PM",ConnectionAttempt,158.94.187.1,27176,,TcpV4,,
"Sep 1, 2026 12:25:20 PM",ConnectionAttempt,176.65.149.196,52999,,TcpV4,,
"Sep 1, 2026 12:25:50 PM",ConnectionAttempt,112.185.230.208,57205,,TcpV4,,
"Sep 1, 2026 12:26:34 PM",ConnectionAttempt,130.12.180.246,54076,,TcpV4,,
