TimeGenerated,ActionType,RegistryKey,RegistryValueName,RegistryValueData,InitiatingProcessAccountName,InitiatingProcessFileName
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 8:10:53 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 8:08:11 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\CI\WhqlOnlyEvaluation,StatusEventTimestamp,134328676912433580,system,aggregatorhost.exe
"Sep 2, 2026 8:08:11 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\CI\WhqlOnlyEvaluation,SystemUptime,1812500160000,system,aggregatorhost.exe
"Sep 2, 2026 8:08:11 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\CI\WhqlOnlyEvaluation,SystemUptimeTimestamp,468247810000,system,aggregatorhost.exe
"Sep 2, 2026 8:07:47 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters,Health,,system,ntoskrnl.exe
"Sep 2, 2026 7:22:40 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\DataCollection,LastUpdate,1bb97ee4-3bf9-4c77-9583-7bfaa2cd2acb,system,powershell.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:42 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 7:10:41 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 7:08:11 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\CI\WhqlOnlyEvaluation,SystemUptime,1776500160000,system,aggregatorhost.exe
"Sep 2, 2026 7:08:11 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\CI\WhqlOnlyEvaluation,SystemUptimeTimestamp,432247810000,system,aggregatorhost.exe
"Sep 2, 2026 7:07:47 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters,Health,,system,ntoskrnl.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:31 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 6:10:30 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 6:08:11 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\CI\WhqlOnlyEvaluation,SystemUptimeTimestamp,396247650000,system,aggregatorhost.exe
"Sep 2, 2026 6:08:11 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Control\CI\WhqlOnlyEvaluation,SystemUptime,1740500000000,system,aggregatorhost.exe
"Sep 2, 2026 6:07:47 PM",RegistryValueSet,HKEY_LOCAL_MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters,Health,,system,ntoskrnl.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\25000004,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Elements\24000001,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba},,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{a5a30fa2-3d06-4e9f-b5f4-a01df9d1fcba}\Description,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\12000002,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyDeleted,,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{0c5b8103-93d0-11f1-8f67-806e6f6e6963}\Elements\11000001,,,network service,wmiprvse.exe
"Sep 2, 2026 5:10:20 PM",RegistryKeyCreated,HKEY_LOCAL_MACHINE\BCD00000000\Objects\{9dea862c-5cdd-4e70-acc1-f32b344d4795}\Elements\11000001,,,network service,wmiprvse.exe
